os_id,name,address,lat,lng,number_of_workers,parent_company,facility_type,product_type,is_closed,name_lower
MM2022347AN19D4,"Myanmar DYC Co., Ltd.","Plot No. C-5 & C-6 Mingaladon Industrial Park Mingaladon Township, Yangon",16.9421429,96.1566754,,,,,False,"myanmar dyc co., ltd."
MM2022349HVSCAB,Noatex Starry Myanmar Limited,"No.165, Twin Thin Taik Wun U Tun NyoSt, Shwe Lin Ban Industrial Zone, Hlaing Tharyar Township, Yangon, Yangon",16.9140322,96.0584878,,,,,False,noatex starry myanmar limited
MM2022351HTG43B,Unifa Handbag Myanmar Co Ltd,Plot No 67 Myay Taing Block No-14 Shwe Than Lwin Hlaing Thar Yar Township Yangon Yangon Region Shwe Than Lwin Industrial Zone,16.866343,96.0347413,,,,,False,unifa handbag myanmar co ltd
MM2022351Z25TT3,Lia International Company Limited,"No (41), Bamaw Atwin Wun Street, Hlaing Tharyar Industrial Zone (3), Hlaing Tharyar Township, Yangon.",16.9212186,96.0568096,,,,Sock,False,lia international company limited
MM2022351ZB2VS9,Shwe Sakar Company Limited,Lot No 659/B Thanlyin Thilawa Roda Alwansutt Village Yangon Thanlyin Township Thanlyin Industrial Zone,16.6741826,96.2858489,1000|1000|1936|1512|1000-16000,,,,False,shwe sakar company limited
MM2023002F40SEX,"Delta Mate Myanmar Co.,Ltd","Holding No - 1 / Ka, Plot No.7, 21,22,23,28,29. Block No.998A, Ma Kyi Kan Kwin, Ka Li Htaw (East) Village Tract, Hlegu Township",17.1526379,96.2429045,,,,,False,"delta mate myanmar co.,ltd"
MM20230316D0RN5,MYANMAR GIGI LEATHER GOODS,"PLOT 96   BLOCK 51   THAR DU KA,THAR DU KAN INDUSTRIAL ZONE",18.5131206,96.4663286,1001-5000|1001-5000|1001-5000|1001-5000|1001-5000|1001-5000,GIGI LEATHER GOODS LTD|GIGI LEATHER GOODS LTD|GIGI LEATHER GOODS LTD|GIGI LEATHER GOODS LTD|GIGI LEATHER GOODS LTD|GIGI LEATHER GOODS LTD,,,False,myanmar gigi leather goods
MM20230601HEV13,Da Hua (Myanmar) Company Limited,"Plot No.209,238 Myaung Dagar Steel Industrial Zone, Hmawbi Township",17.1533377,96.0255738,,,,,False,da hua (myanmar) company limited
MM2023060N1GPTX,KAMRA MANUFACTURING (MYANMAR) COMPANY LIMITED,"NO.56/A, SAT SAYAR U TUN LIN STREET, SHWE PYI THAR INDUSTRIES ZONE (4), SHWE PYI THAR TOWNSHIP, YANGON, MYANMAR.",16.969617,96.0732146,,,,,False,kamra manufacturing (myanmar) company limited
MM202306144AHR3,"XINDA HOME TEXTILE (MYANMAR) CO., LTD.","Plot No. 140 (A) (B) (D) (F), Myay Taing Block No. 42 Sethmu,Shwe Pyi Thar Township.",16.9753379,96.0785104,,,,,False,"xinda home textile (myanmar) co., ltd."
MM2023062KG9QZB,ZIRAN NONWOVEN(MYANMAR) COMPANY LIMITED,"MAUNG KHET STREET PLOT NO.(35)SHWE PYI THAR SETHMYU ZONE (4),",16.9753379,96.0785104,,,,,False,ziran nonwoven(myanmar) company limited
MM2023062N9RZ31,A Dream of Kind Garment Factory Company Limited,"No (272-273), (276-277), Mingalardon Garden City, Yangon Industrial Park, Mingalardon Township",16.9293714,96.1169,,,,,False,a dream of kind garment factory company limited
MM2023062NT8HM5,Tian Cheng (Singapore) Trading PTE Ltd,"Plot No.34,Myay Taing Block No.Part-4,Industrial Zone,Hlaing Tharyar Township",16.8819286,96.0573302,,,,,False,tian cheng (singapore) trading pte ltd
MM2023063SFVDVN,Chu Yang Myanmar Garment Company Limited,"Plot No 49, NO (303), Wartayar Industrial Zone,Shwe Pyi Thar Township,11411,Yangon,Myanmar",16.9753379,96.0785104,,,,,False,chu yang myanmar garment company limited
MM20230641M31CG,Gy Sen (Myanmar) Apparel Company Limited,"No (141), Myay Taing Block No (49/Wartayar) Bo Taike Chun Street, 23 Ward,Shwe Pyi Thar Township,11411,Yangon,Myanmar",16.9753379,96.0785104,,,,,False,gy sen (myanmar) apparel company limited
MM20230644Q8K01,Hesheng Myanmar Leather Company Limited,"No.37-38, Myay  Taing Block No.64 (Sethmu),  Shwe  Pyi  Thar  Township,Yangon,11411,Yangon,Myanmar",16.9753379,96.0785104,,,,,False,hesheng myanmar leather company limited
MM2023064DEQ5NQ,HENGRUN GARMENT COMPANY LIMITED,"No,278/11-14,U Tayote Street,Shwe Lin Ban Industrial，Hlaing Thar Yar，Yangon，Myanmar.",16.9200894,96.0706935,,,,Jackets,False,hengrun garment company limited
MM2023064ZDBBAQ,Jia Lian Company Limited,"300 A, West District Yoegyiyoelay Circle, Htantapin Township, Yangon.",17.0178753,95.98193580000002,,,,,False,jia lian company limited
MM20230651KRG5D,"Myanmar Haisheng Fashion Clothes Co., Ltd.","No.143, U Tun Nyo Street, Shwe Phyi Thar Industrial Zone 3, Shwe Pyi Thar  Township,",16.843738,96.0818436,,,,,False,"myanmar haisheng fashion clothes co., ltd."
MM20230655WKS2V,NEW TALENT INDUSTRIAL COMPANY LIMITED (Main),"NO. M1-02, MAUBIN INDUSTRIAL PARK",16.7260699,95.6484241,1300|1300,,,,False,new talent industrial company limited (main)
MM2023066B8QXYJ,SHWE FOF COMPANY LIMITED,"28 ,Thanchatwun U Nyunt East Dagon Extended Industry Zone, East Dagon",16.8026851,96.133844,,,,,False,shwe fof company limited
MM2023066CW3MBQ,"Royal White Elephants Co.,Ltd","No.27, Saik Pyoe Yae Street,,Ahmutan Ward",16.800605,96.1787448,,,,T shirt|Skirt|Jackets,False,"royal white elephants co.,ltd"
MM2023066E6E9PE,SHENG PING MANUFACTURING COMPANY LIMITED,"No-(87),KINGWINMYINGYI ROAD, HLAING THAR YAR Zone(4)",16.8819286,96.0573302,,,,,False,sheng ping manufacturing company limited
MM2023066J0E3K3,"Sanyuan Oversea Two (Myanmar) Apparel Manufacturing Co., Ltd.","No(13/D), Kawin No. (300/A), Rahkaing Yoe Gyi Billage, HtanTaPin Township,",17.0178856,95.9819191,,,,,False,"sanyuan oversea two (myanmar) apparel manufacturing co., ltd."
MM2023066KWK5XH,SHUANGXI (PATHEIN) GARMENT COMPANY LIMITED,"NO.C-13, PATHEIN INDUSTRIAL CITY (PIC), KAN GYI DAUNT TOWNSHIP, AYEYARWADDY REGION, MYANMAR.",16.7260308,94.7496774,,,,,False,shuangxi (pathein) garment company limited
MM2023066RS1D9N,SINOPROUD TW GARMENTS COMPANY,"Corner of Myawaddy Mingyi Street & Gayungar Street, No.(59),144-ward, South Dagon Industrial Zone, YANGON, MYANMAR.",16.6842708,98.5007116,,,,,False,sinoproud tw garments company
MM2023066S7JEJZ,SYSMM APPAREL MANUFACTURING COMPANY LIMITED,"Plot No.39 Block No.65(Satmu) Shwe Pyi Thar Industrial Zone (4), Shwe Pyi Thar Township.",16.9480376,96.0909909,,,,,False,sysmm apparel manufacturing company limited
MM2023066V0VTFC,SHUANGXI (MYANMAR) GARMENT LIMITED,"MATKHAYAR MINTHARGYI MGPHYO ROAD NO.101 HLAING THARYAR  INDUSTRIAL ZONE(2), HLAINGTHARYAR TOWNSHIP, YANGON REGION, MYANMAR.",16.8497944,96.0743979,,,,,False,shuangxi (myanmar) garment limited
MM202306707CEVA,Xin Cheng Xin Plastic Products Company Limited (Main),"Shwe Yin Aye Street No.128 Industrial Zone (5), Hlaing Thar Yar Township, 11401, Yangon, MM-06, Myanmar",16.8964754,96.0442176,,,,,False,xin cheng xin plastic products company limited (main)
MM2023067BNW4BS,Victor House Company Limited,"Plot No.101, Myay Taing Block No.14 (Shwe Than Lwin), Hlaing Thar Yar Township",16.866343,96.0347413,632|632|565|565|632,,,,False,victor house company limited
MM2023067QVTKFW,Tri-Win Leather Myanmar Company Limited,"No.91, Ayeyarwady Street, Shwethanlwin Industrial Zone,Hlaing Thar Yar Township,11401,Yangon,Myanmar",16.866343,96.0347413,680,,,,False,tri-win leather myanmar company limited
MM2023067RSRZ3S,True Green City Company limited,"PLOT NO.135,MYAY TAING BLOCK NO.49, WAR TAYAR INDUSTRIAL ZONE, SHWE PYI THAR TOWNSHIP,YANGON,MYANMAR.",16.9753379,96.0785104,,,,,False,true green city company limited
MM2023067T3NHBW,"YOYIKA GARMENT CO., LTD.","SHWE LIN BAN INDUSTRIAL ZONE,NO.339,MYAY TAING BLOCK 25,HLAING THAR YAR,YANGON REGION,MYANMAR",16.914015,96.0652719,,,,,False,"yoyika garment co., ltd."
MM2023067Y8PZR1,YU CHANG (MYANMAR) SPRAY COTTON CO.LTD,"No.(4)Main Road.Block No.11/3 & 13/4+14/1,Lot No.577,Kyaut Pone Kwin Ward. Innluk Village Tract",17.088147,96.057539,,,,,False,yu chang (myanmar) spray cotton co.ltd
MM2023075F8R545,Myanmar Shinwon Garment Company Limited (Main),"Pun hlaing golf estate road no. 599, Hlaing tharya, Yangon",16.8366892,96.097049,,,,,False,myanmar shinwon garment company limited (main)
MM2023075FXS3D2,DA MEI GARMENT COMPANY LIMITED,"Plot No.154/171, May Tai No. Section 5, Industrial Zone 5, Corner of Saba St and Shwe Yin Aye Chuang St.,Hlaing Thar Yar Township",16.8819286,96.0573302,,,,,False,da mei garment company limited
MM2023079BVWSM0,"GENESIS MYANMAR GARMENT CO., LTD.","Myay Taing Block,NO.113,Industrial Zone, Dagon Myothit (East) Township",16.9333352,96.3013432,,,,,False,"genesis myanmar garment co., ltd."
MM202308411P1T0,"Kanaan International Co., Ltd","Plot #235, Myay Taing Quarter No. 49 Wartayar Industrial Zone Shwe Pyi Tar Township Yangon Myanmar",16.9753379,96.0785104,,"KANAAN CO., LTD",,,False,"kanaan international co., ltd"
MM2023084YBSXYA,LHM GARMENTS HANGERS & ACCESSORIES CO LTD,"No 79 Pyin Si Min Tar Gi Street,  Shwe Lin Pann Industrial Zone,  Yangon, Myanmar",16.840939,96.173526,,Mainetti,,Packaging|Hangers & Accessories|PPE Materials|Labels|Tags|RFID,False,lhm garments hangers & accessories co ltd
MM2023086RSF4D0,"Bellmart (Myanmar) Co.,Ltd","Plot No. 16-17, Bago Industrial Complex (Foreign Industrial Zone), Nyaung Inn Village, Bago Township, Bago Region, Myanmar",17.254495,96.4592959,,"Bellmart Industrial Co., Ltd",,,False,"bellmart (myanmar) co.,ltd"
MM2023086W7AVYN,Heng Mei Company Limited (Main),"Shwe Lin Ban Industrial Zone, Plot No. 174, 175, Block No. 25, Hlaing Thar Yar",16.914015,96.0652719,788|1000|788|788,,,,False,heng mei company limited (main)
MM2023088Y126E6,Myanmar Sumec Win Win Garments Company Ltd  Factory-2 Paper Mill Yeni ,Yedashe Tsp Taungoo District Bago Region Bago Myanmar ,19.1588302,96.3465379,1363|969|1158|969,,,,False,myanmar sumec win win garments company ltd  factory-2 paper mill yeni
MM2023097CATNXK,Global Thai (Myanmar) Fiber Product Company  Limited ,"No. 182, Seikkanthar Road  Hlaingtharya Development Zone  11401 Yangon City, BURMA, MYANMAR ",16.836813,96.083562,,,,Polyester Padding,False,global thai (myanmar) fiber product company  limited
MM20231007RZQZP,KORACE LIMITED,"No.15, Public Works Compound, 14-3 Blocks,,Mitta Road, South Okkalapa, Township,",16.8489249,96.179216,925,,Final Product Assembly,,False,korace limited
MM20231012R3189,Golden Island (Myanmar) - KGG,Shwe Lin Ban Industrial Zone Plot No 185/186 Myay Taing Blockno 25  Hlaing Thar Yar Township Yangon,16.9022615,96.0652719,,,,,False,golden island (myanmar) - kgg
MM2023117BPTJ6X,"Shi An (Myanmar) Garment Co., Ltd.","No. 277 Set Mu Zone (2), Kanaungminthrgyi Street Hlaing Thar Yar, Yangon",16.833146,96.2302353,1001-5000|1001-5000,,,,False,"shi an (myanmar) garment co., ltd."
MM2023117GTZ3QD,"Seo Ho International Co., Ltd","U Paing No. 21+R+West 7, West S+L/2, Kwin no. 6/2, Pyitawthar Village Group, Hlegu Township, 11181 Yangon",16.840939,96.173526,1000|1001-5000|1-1000|501-1000|501-1000,,Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly,Accessories|Accessories,False,"seo ho international co., ltd"
MM2023125WK7HG0,"Vent D'est Pathein Clothing Co., Ltd.","Plot No - (C 41 & C 42), Pathein Industrial City,Kangyidaunt Township,10011,Ayeyarwady,Myanmar",16.7753609,94.7381013,,,,,False,"vent d'est pathein clothing co., ltd."
MM20231294N1YEK,Hengrun (Myanmar) Garment Company Limited,"No (18), Mya Yadanar Street, Mya Sein Yaung Industrial Zone,Hlaing Tharyar Township,11401,Yangon,Myanmar",16.9540115,96.0680731,,,,,False,hengrun (myanmar) garment company limited
MM2023129JMV0DV,Shan  Dong Huayi (Myanmar) Industry Company Limited,"No. (278/8), Corner Hlay Thin Atwin Wun U Chain Street and Sayar San Street, Shwe Lin Pan Zone,,Hlaing Thar Yar Township,11401,Yangon,Myanmar",16.8470857,96.0752172,,,,,False,shan  dong huayi (myanmar) industry company limited
MM20231320PGKBB,KING FOAM INDUSTRIAL COMPANY LIMITED,"Oakthapayar Street, No. 51 Thardukan Industrial Zone(1), Shwe Pyi Thar Tsp, Yangon Region, 11411, Myanmar",16.9837444,96.0932972,,,,,False,king foam industrial company limited
MM20231368CV453,"MYANMAR COTTON SPINNING GARMENT ACCESSORIES CO., LTD","Plot No. 93/A, HlaingTharYar Industrial Zone (3), HlaingThar Yar Township",16.8819286,96.0573302,,,,,False,"myanmar cotton spinning garment accessories co., ltd"
MM2023140FBHWW9,"YANGON NADIA-PACIFIC CLOTHING CO., LTD","INDUSTRIAL ZONE-4, NO.64/65, PYINSI MINTHARGYI ROAD,",16.8592266,96.0561455,,,,,False,"yangon nadia-pacific clothing co., ltd"
MM2023142BGGXXD,"Taieasy International Co., Ltd (Taiwan)","No. (342,3/344), 7th Street, Yangon Industrial Zone, Mingalardon Township",16.9969497,96.1420947,,,,,False,"taieasy international co., ltd (taiwan)"
MM20231589QZD94,"Hundred Garment Myanmar Co., Ltd","Plot No.140, Myay Taing Block No.51, Thar Du Kan Industrial Zone, Shwepyithar Township, Yangon Region, Myanmar",16.9879078988031,96.0925869130607,,,,Jackets|Warm Coat,False,"hundred garment myanmar co., ltd"
MM2023158G6ZS52,Eternal Ease Myanmar Garment Limited,"No (133-134), Nawarat Street, Thar Du Kan Industrial Zone, Shwe Pyi Thar Township, Yangon.",16.9845706,96.0922922,501-1000|501-1000,,,Knitting Wear|Knitting wears,False,eternal ease myanmar garment limited
MM2023158GDDRQ8,"Jia Mei Garment Co., Ltd.","Plot.(103-A), Myay Taing (42) Ward, Ka Naung Min Thar Gyi Street, Shwe Pyi Thar Township, Yangon., Shwepyithar, YANGON Myanmar",16.9485491634989,96.094278204315,,,,Trousers|Shorts|Pullover|Denim|Coat|Jackets|Jeans,False,"jia mei garment co., ltd."
MM2023159HV52NR,Site 2 Yangon Factory,"No. 44 , Mya Street, Thar Du Kan Industrial Zone, Shwe Pyi Thar Township, Yangon, Yangon",16.9753379,96.0785104,,,,,False,site 2 yangon factory
MM202317746D61E,Active Pleasure Limited,"Plot-92, Block (14), Shwe Than Lwin Industrial Zone, Hlang Tharyar Tsp",16.8616045,96.0436954,,,,,False,active pleasure limited
MM2023177QYM32Y,Kei Lock Fashion Trading Limited,"Myanmar Jiale Fashion Co., Ltd. No. (13), Min Aye Yor Road, Shwe Than Lwin Industrial Zone, Hlaing Thar Yar Township,",16.866343,96.0347413,,,,,False,kei lock fashion trading limited
MM2023177REYXF0,"Double Packing (Myanmar) Co., Ltd.","No (20), Block D5-D11-D12, Mya Yadanar Street, Anaw Yahtar Industrial Zone, Hlaing Thar Yar Township",16.8819286,96.0573302,,,,,False,"double packing (myanmar) co., ltd."
MM2023181EC37EX,Manufacturer GFT Enterprise Company Limited,"PLOT NO.26/1,KWIN NO.691(KANTAWKANKWIN)BAGAN STREET,MINGALAR QUARTER, TAIKKYEE TOWNSHIP,YANGON REGION,MYANMAR. , 113801 TAIKKYI, Yangon",17.2884448,95.9846616,1000,,,,False,manufacturer gft enterprise company limited
MM2023193S80MNR,HERI GARMENT,"FIield No. 1249, Gway Chaung, U Paing No. 145/B, Gon Min Myaung Village Group,  Tharyawaddy TSP., Bago Division",17.6728167,95.78793,,,,T shirt,False,heri garment
MM2023195HS719B,"Jinli Knitting & Spinning Co., Ltd. (Unit -2)","Plot No. 464-Ka, Myay Taing No. 25, Shwe Lin Ban Industrial Zone, Hlaing Thar Yar Township, Yangon Region, Myanmar.",16.914015,96.0652719,,,,,False,"jinli knitting & spinning co., ltd. (unit -2)"
MM202319827FRHM,BAGO SPORTS GLOVES COMPANY LIMITED,"WARD NO. (9), BAGO OAKTHAR MYOTHIT ,PLOT NO.(42), LOCAL INDUSTRIAL ZONE,BAGO TOWNSHIP,BAGO REGION,Bago",17.2733605,96.454676,603,"Bago Sports Gloves Co., Ltd",,,False,bago sports gloves company limited
MM20232284P4REH,Jiashihao Knitted Limited,"Plot No. 42/ Sethmu, Myay Taing Block No. 77/ KA(1), Shwe Pyi Thar Township",16.9753379,96.0785104,889,,,,False,jiashihao knitted limited
MM2023229K94ZZC,"Eternal Fashion Co., Ltd.","Plot No. (D-9, D-10), Myay Taing Block No. 20, Anawarahta Industrial Zone, Hlaing Tharyar Township,",16.8819286,96.0573302,748,,,,False,"eternal fashion co., ltd."
MM2023229T6SSMM,TIAN CHENG PEN JIAO MIAN (MYANMAR) COMPANY LIMITED,"Plot No .34, Myay Taing Block No .Part-4, Industrial Zone, Hlaing Thar Yar Township",16.8819286,96.0573302,,,,,False,tian cheng pen jiao mian (myanmar) company limited
MM20232480QV5DK,Thiri Myan Kaung Company Limited,"Block No. (986A), Kyoon K Alay, Shwe War Myay, Hlegu Township,  Yangon, Yangon",17.07525,96.180225,,,,,False,thiri myan kaung company limited
MM20232480T078R,hunter textile co. ltd.,"Plot No. 28, No Party-4, Industrial ZoneHlaing Tharyar Township, 11401 Yangon, Rangun",16.840939,96.173526,,,"Final Product Assembly|Final Product Assembly|Final Product Assembly|Textile or Material Production|Printing, Product Dyeing and Laundering|Final Product Assembly|Final Product Assembly|Final Product Assembly",,False,hunter textile co. ltd.
MM20232484REMR5,Indochine International Hong Kong,"Hong Tex Company Limited, Yangon Plot no. (457&460), Yaw Ah Twin Won U Poe Hlaing Street, Yangon",16.9062492,96.0655656,,,,,False,indochine international hong kong
MM20232487068VZ,"Yun Long Printing Factory Co., Ltd.","Plot No. 16-17, Nyaung Inn Village, Foreign Industrial Zone, Bago Township, Myanmar",17.2504782,96.4532158,,,,,False,"yun long printing factory co., ltd."
MM20232488NRY79,"Shuangxi (Pathein) Garment Co., Ltd.","Plot No. (13C), Pathein Industry Ayeyarwaddy Region, 10011 Pathein, Irawadi",16.7995933,94.7668092,,,,,False,"shuangxi (pathein) garment co., ltd."
MM2023248ACWSHB,"Guangdong Textiles Imp. & Exp. Co.,Ltd.","FU YUEN GARMENT COMPANY LIMITED, Yangon No.198/1, Ka Naung Min Thar Gyi Road Dago Seikkan Tsp, Yangon",16.8562327,96.0819578,,,,,False,"guangdong textiles imp. & exp. co.,ltd."
MM2023248EMQZT1,Myanmar Jiale Fashion Company Limited Factory (2),"Shwe Lin Ban Industrial Zone Plot No. 44, Block No. 25,  Yangon, Yangon",16.914015,96.0652719,,,,,False,myanmar jiale fashion company limited factory (2)
MM2023248K8M659,"Hyatt Knitwear Co., Ltd. ","No. 105, Corner of Than Lwin street and Ayeyar street, HlaingTharyar Industrial Zone 5, Yangon, Myanmar, 0 Yangon, Lower Myanmar",16.8431114,96.22478850000002,,,,,False,"hyatt knitwear co., ltd."
MM2023248MFVXGT,Indochine International Hong Kong,"SHWE MINGALAR CO., LTD, Yangon Ahkwet No. 25/26. Yangon Industrial Zone, Yangon",16.7756064,96.1530331,,,,,False,indochine international hong kong
MM2023248P2589X,Indochine International Hong Kong,"KPH Manufacturing Co., Ltd., Yangon No. 7+8 Innwa St., Shwe pauk Kan Ind. Zone, Yangon",16.8492561,96.1769208,,,,,False,indochine international hong kong
MM2023248RNECH7,Indochine International Hong Kong,"Princess Power Manufacturing Co., Ltd., Yangon No. 18/212, Kanaung Min Thar Gyi Street,  Shwe Paukkan Industrial Zone,  North Okkalapa, Yangon",16.918861,96.0830041,,,,,False,indochine international hong kong
MM2023248SEYXAV,Indochine International Hong Kong,"Inzali Thidar Co., Ltd, Yangon # 314/315,C. o. Kanaung 8. St.+Makkhaya MinTar Gyi St. 19 W., Yangon",16.80534,96.1225275,,,,,False,indochine international hong kong
MM2023248VAMPB9,Indochine International Hong Kong Company Limited,"Shwe Zin Aye Garment & GeneralTrading Co - Op Society Ltd., Yangon #56, U Pho Hlaing S. Shwe Pauk Kan Ind. Zone, North Okkalapa, Yangon",16.9356586,96.1964586,,,,,False,indochine international hong kong company limited
MM2023248X0ZF2W,Indochine International Hong Kong,"SHWEYI ZABE GARMENT MANUFACTURINGCO., LTD, Yangon Plot No.25, Shwe PYI Thar Bridge Rd, Yangon",16.8978717,96.0451353,,,,,False,indochine international hong kong
MM2023248XTAJY0,"S Cheer HK Co.,Limited","LAT WAR COMPANY LIMITED, Yangon #70/71A,C. o. MinGyiMahar Min Khaung St Hlaing Tharyar, Yangon",16.8665382,96.1275067,,,,,False,"s cheer hk co.,limited"
MM2023248XYEQWB,Indochine International Hong Kong,"Golden KTK Co., Ltd., Yangon #180/181, Watmasot Won Dauk St. 144 Ward, Ind. Zone2 (Ext), Yangon",16.882356,96.2505126,,,,,False,indochine international hong kong
MM2023248YCB0X1,"Maiyibei (Yangon) Garment Manufacturing Co., Ltd","Padauk Street, Shwe Lin Pan Industrial Zone, 11401 Hlaing Thar Yar Township, Yangon",16.8814375,96.0753906,,,Final Product Assembly,,False,"maiyibei (yangon) garment manufacturing co., ltd"
MM2023248ZR2FSG,North Shore Group Co. Ltd (NSGII),"Pathein #21,22,23,29,30,31 - Plot No. 52, Industrial Zone, Ward 13 Township Ayarwaddy Division (Myintzu Road), 4222 Pathein, Ayeyarwady",16.7753609,94.7381013,574|501-1000,,Final Product Assembly,Outdoorwear|Sport Wear|Rain Coats|Jackets|Down Jackets|Knitter Wear,False,north shore group co. ltd (nsgii)
MM2023264B8N2TH,MYANMAR RUI XIN SHOES COMPANY LIMITED,"PLOT NO.(E8)(E6）MYA SEIN YAUNG INDUSTRY ZONE,HLAING THAR YAR TOWNSHIP,11181,Yangon,Myanmar",16.9540115,96.0680731,,,,,False,myanmar rui xin shoes company limited
MM2023264QMC2CJ,Uni-Win Leather Myanmar Company Limited,"Htamin Sote Kone, Holding No.(58/Kha), Pike Gyi Wel Village, Kwin No.(1036/A),Hlegu Township,11181,Yangon,Myanmar",17.0948072,96.2110521,,,,,False,uni-win leather myanmar company limited
MM2023264WGNZ8N,JIA XIN (MYANMAR) GARMENT COMPANY LIMITED,"SURVEY BLOCK NO. 49, WAR TA YAR INDUSTRIAL ZONE, PLOT NO 109,SHWE PYI THAR TOWNSHIP,11411,Yangon,Myanmar",16.9775125,96.0413906,,,,,False,jia xin (myanmar) garment company limited
MM20232820A4ZSK,Asdet (Myanmar) Garment Company Limited,"Shwe Lin Ban Setmhu Myo, Plot No.458. Myay Taing Block No. 25, HLaing Thar Yar, 11401, Yangon, MM-06, Myanmar, MM.",16.9118172,96.0559773,593|959|959|959,"ASDET GARMENT COMPANY LIMITED|GOLDEN CREDIT (HK) CLOTHING CO., LIMITED|GOLDEN CREDIT (HK) CLOTHING CO., LIMITED",,Underwear,False,asdet (myanmar) garment company limited
MM2023305R7AEZZ,Diamond Island Company Limited,"No. 19/327, Shwe Pauk Kan Industrial Zone, Matkhayar Min Thar Gyi Street,North Okkalapa Township,11031,Yangon,Myanmar",16.8874548,96.1881281,,,,,False,diamond island company limited
MM2023314SH2KKV,"Jing Rui Apparel (Myanmar) Co.,Ltd","Plot No. 161-162, Myaung Da Kar Than Ma Ni Industrial Zone, Hmawbi Township,",17.1533377,96.0255738,,,,,False,"jing rui apparel (myanmar) co.,ltd"
MM2023332AT6N2A,BASF Myanmar Ltd.,"04-18 Sedona Hotel Yangon, Kaba Aye Pagoda road, 11081 Yangon Township, Myanmar",16.8293151,96.155012,,BASF SE,, Petrochemicals | Nutrition | Care Chemicals | Surface Technologies| Materials| Performance Materials | Resins | Monomers| Agricultural Solutions | Dispersions | Chemical Intermediates | Coatings | Performance Chemicals|  Nutrition & Care|  Industrial Solutions | Catalysts ,False,basf myanmar ltd.
MM2023341EEX6QZ,"Myanmar Chun Hung Weaving Manufacturing Co.,Ltd","No(23),U Shwe Oae Lane (2) Industrial Zone(2),Hlaing Tharyar Township,Yangon,Myanmar",16.8785655,96.056975,,,,,False,"myanmar chun hung weaving manufacturing co.,ltd"
MM20233437X563X,ALLAND FASHION LIMITED,"PLOT NO. 63, MYAY TAING BLOCK NO. PART (3), INDUSTRIAL ZONE,HLAING THARYAR TOWNSHIP,",16.8819286,96.0573302,,,,,False,alland fashion limited
MM2023347AXJARA,"MYANMAR JIALE FASHION CO., LTD","PLOT NO. 44, MYAY TAING BLOCK NO. YA LA PA – 25, 11401 Yangon, Myanmar (Burma), MM",16.840939,96.173526,,,,,False,"myanmar jiale fashion co., ltd"
MM2023348KV03YZ,"G & F (MYANMAR) GARMENT CO., LTD.","OO PAING NO., 8KA/4, KWIN NO. 999-A KALI HTAW, EAST KALI HTAW VILLAGE, HLEGU TOWNSHIP NORTH DIVISION, YANGON REGION, MYANMAR",17.0948072,96.2110521,540|540|485|540|540|540,"KAM WING (HONG KONG) GARMENT CO LIMITED|KAM WING (HONG KONG) GARMENT CO LIMITED|KAM WING (HONG KONG) GARMENT C O., LIMITED|KAM WING (HONG KONG) GARMENT CO LIMITED|KAM WING (HONG KONG) GARMENT CO LIMITED|KAM WING (HONG KONG) GARMENT CO LIMITED",,,False,"g & f (myanmar) garment co., ltd."
MM2023359M7GGM1,TEN DA (MYANMAR) CLOTHING COMPANY LIMITED,"Plot No(4),No.(115),Wet Ma Swat Wun Htout Road , Hlaing Thar Yar Industrial Zone (4),",16.8819286,96.0573302,,,,,False,ten da (myanmar) clothing company limited
MM202400371JQH7,"Myanmar Century Liaoyuan Knitted Wear  Co.,Ltd.","Plot No .70, Myay Taing Block No. 24, Ngwe Pin Lae Industrial Zone, Hlaing Tharyar Township, 11181 Yangon",16.8819286,96.0573302,501-1000,,,Knitting wears,False,"myanmar century liaoyuan knitted wear  co.,ltd."
MM2024010E2RA8X,GUST (MYANMAR) GARMENT COMPANY LIMITED,"No-79, MIN AYAR STREET AND AYARAWADDY STREET CORNER SHWE THAN LWIN INDUSTRIAL ZONE, HLAING THAR YAR TOWNSHIP",16.866343,96.0347413,,,,,False,gust (myanmar) garment company limited
MM2024018B5KJAA,"MYANMAR SOCKS CO., LTD","PLOT NO.(24/A,25/A),MYAY TAING BLOCK NO.(521/C),KOE LONE KWIN TAUNG,MINGALADON TOWNSHIP,",16.9969497,96.1420947,,,,,False,"myanmar socks co., ltd"
MM2024022001HXN,"Kfine International Garment (Myanmar) Co., Ltd","OoPaing No.(1/Ka), Kwin No. (652-Ga) East A Wine Kwin, A Wine Village,Bago Township",17.3220711,96.4663286,,,,,False,"kfine international garment (myanmar) co., ltd"
MM20240220ATHFA,"Champion Winner Group, Ltd.","Plot No. 255, Myay Taing Block No. 49, Wartayar Industrial Zone",16.9981503,96.0538379,,,,,False,"champion winner group, ltd."
MM20240220M1N5N,Smooth World International (Myanmar),"Shwe Min Wun Rd, Inntakaw Village, Bago Township",17.178089,96.345579,,,,,False,smooth world international (myanmar)
MM20240221QXM7P,Jia Mei Carton Products,"NO.23, U Pho Hlaing Street",16.8782673,96.0546667,,,,,False,jia mei carton products
