Date,PubDate,Author,Title,Tags,URL,Content
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Grand Forest Factory Management Uses Threats to Enforce Overtime WorkDec 22, 2025",Labour News,https://www.myanmarlabournews.com/en/posts/grand-forest-factory-management-uses-threats-to-enforce-overtime-work,"By Myo Thein -Sep 29, 2025

Workers at Grand Forest garment factory say management is threatening and coercing them into working overtime. The threats come from supervisors, assistant supervisors, technical staff, managers, and the HR department according to the workers.

“They said they’ll cut our daily wage, grade us poorly, or tell us not to come to work if we don’t do overtime. These threats come from all of them; assistant supervisors, supervisors, the male technical staff, the manager, and the female HR officer. They even force us to sign reprimends,” a worker said.

Workers say they are losing more than 100,000 MMK whenever they refuse to work overtime as the attendance bonus is 30,000 MMK and the highest performance grade can result in bonuses up to 100,000 MMK. Workers from Lines 4, 7, 10, and 11 also said that assistant supervisors verbally abuse them when performance targets are not met.

“They pressure us in the office to make sure we meet the targets. They yell and scream at us to the point we can’t concentrate. The way they insult female workers includes sexist and demeaning language,” workers reported.

Workers also said that toilet access is limited and exceeding the allotted break time results in written warnings. The factory also restricts access to drinking water.

“We're only given 3 minutes to use the toilet. If we take longer, we have to sign a warning letter. There’s barely any drinking water. Sometimes, we go days without it. This is especially hard for pregnant workers,” they said.

Workers are required to work until midnight three days a week, work every Saturday, and take turns working Sundays. Workers say their total working hours aren’t clearly reflected since overtime payments are settled separately and not listed on the main payslip.

“They only recorded 79 hours of overtime in last month. That’s just under 80 hours. But in reality, we worked more than 100 hours. Working like that has affected our health,” said one worker.

Even though some workers have fainted inside the factory, the emergency medical supplies are reportedly inadequate. There is also no support system in place when incidents occur.

“Doing all this overtime has affected our health. Fainting at the workplace has become common. There’s only one type of basic medicine in the emergency kit. If someone needs to go to the clinic, other workers have to escort them. There’s no wage deduction, but there’s also no support at all,” a worker said.

Grand Forest International Apparel is located at the corner of Sayarsan Road and Sin Phyu Road, Ywarthargyi Industrial Zone, Dagon Seikkan Township, Yangon Region.

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Teng Hui Myanmar Knitting Factory Announces Only 4,800 Kyats Compensation If Workers Refuse OvertimeDec 22, 2025",Labour News,https://www.myanmarlabournews.com/en/posts/teng-hui-myanmar-knitting-factory-announces-only-4800-kyats-compensation-if-workers-refuse-overtime,"ByHsu Latt Phyu -Sep 28, 2025

According to the Industrial Workers Federation of Myanmar (IWFM), Teng Hui Myanmar Knitting, a Chinese citizen-owned garment factory located in Yoe Gyi village, Thanlyin Township, Yangon Region, has informed its workers that beginning in October, only 4,800 kyats will be given as daily compensation if they refuse to work overtime.

The factory, employing over 6,000 workers, manufacture knitwear for brands such as H&M and Divideo. It is also reported that there is no trade union in the workplace.

Workers have reported to IWFM that they are not granted their legal leave entitlements, are required to work overtime without rest days, and suffer health impacts. They are not granted casual leave and instead face wage deductions if they miss a single day of work, leading to financial hardship.

“We have to work overtime all seven days without a break. If we are exhausted and miss even one day of work, we face deductions totaling 30,000 kyats, including daily wages, subsidies, and attendance bonuses,” said one worker.

Starting from this October, the daily compensation which was previously 9,800 kyats will be reduced to only 4,800 kyats for those who do not work overtime. Additionally, workers have been informed that if they refuse to work overtime on Sundays or public holidays, including midnight and overnight shifts, they will be terminated.

A labour rights activist stated that this announcement to provide only 4,800 kyats if workers do not work overtime constitutes a violation of rights and amounts to forced, unlawful overtime.

“The factory has officially held meetings and announced that workers who don’t work overtime will receive only 4,800 kyats as daily wage starting next month. But wages that have already been agreed upon cannot simply be revoked. This kind of action should not be taken at all. Overtime is a right for both workers and employers. Workers can’t request for overtime if there is no overtime by the factory. Likewise, if there is overtime, employers can’t force workers to do it. Workers may or may not want to work overtime due to various reasons. But if the employer says they’ll only pay 4,800 kyats and nothing else for refusing overtime, that is completely unacceptable. If such action is taken, it amounts to wage theft,” said a representative from the Industrial Workers’ Federation of Myanmar (IWFM).

Currently, the factory is reportedly demanding output targets beyond normal levels, requiring experienced workers to produce 400 pieces and new workers to produce 200 pieces per shift. Workers are forced to work midnight or overnight shifts and are denied days off, if targets are not met,leading to increased pressure and hardship.

“Sometimes, we are immediately fired if we leave after regular working hours without doing overtime,” said a worker.

Some workers have already filed complaints regarding these labour rights violations, but it has been reported that after these reports were made public, management conducted investigations and pressured workers into giving misleading statements under threat of dismissal.

“Many of us have reached a point where we physically can’t continue doing overtime because of excessive, forced overtime, our health has been negatively impacted. Despite that, the employer is not considering how exhausted we are. Reducing the daily wage to only 4,800 kyats just because we don’t workovertime is completely wrong,” said a representative from IWFM.

Workers are calling for a resolution to these ongoing violations in the workplace and are requesting that wage deductions be stopped.

Workers’ Demands are:

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Error,Error,"Workers Threatened with Dismissal for Refusing Overtime at Myanmar Fenghua Clothing FactoryDec 22, 2025",,https://www.myanmarlabournews.com/en/posts/workers-threatened-with-dismissal-for-refusing-overtime-at-myanmar-fenghua-clothing-factory,Failed to scrape
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Sincere and Honest Appeal from Hand-Sewing Department Workers at Sunkid MyanmarDec 22, 2025",Labour News,https://www.myanmarlabournews.com/en/posts/sincere-and-honest-appeal-from-hand-sewing-department-workers-at-sunkid-myanmar,"ByMyo Thein -Sep 26, 2025

To:Respected South Korean employer of Sunkid Myanmar Toy Factory and Management Team,

We are a group of 60–70 workers from the hand-stitching department. We are writing this letter because we want to openly and honestly share how we’ve been feeling and what we’ve been experiencing.

This factory is like our family. But our supervisor, Daw Thet Thet Khine, has been mistreating us in ways that no one should endure—not even family. She constantly abuses her authority and treats us as if we are less than human.

They made unjust Salary Deductions. Nearly 40,000 MMK was deducted from our wages without explanation in last September. We were told it was for ceremonial offerings and wedding gifts. Uniforms such as shirts and longyis were also forcefully sold to us and the cost deducted from our paychecks. This is our sweat and labour. We complied out of fear becase we we might lose our jobs if we spoke up.

In addition, the supervisor regularly uses our names to take out loans of 200,000 to 300,000 MMK per month. These are then deducted from our wages at the end of the month. She uses the support and assistance you and the management kindly provided to exploit us financially.

We are deeply grateful to the employer and expert for your kindness in helping us through difficult times. But now, that goodwill is being taken advantage of by the supervisor to make our lives harder, not better.

The mistreatment is not just financial. At work, she constantly threatens us with our jobs and hurls vulgar and degrading insults at us calling us extremely disrespectful names like ""___ whore"" and ""slut.""

Many of us came from our villages to work here. To be insulted like this makes us feel humiliated and some even feel like they don’t want to go on living. We are factory workers. We are no one's property and not here to be cursed or shamed.

We are expected to finish work at 4:30 PM, but we are made to stay until 8:30 PM every night, and until 6:30 PM on Saturdays. Yet, we are not paid even a single kyat of overtime wages.

They forge our names on OT documents without our consent. They say the pieces are ""defective"" and use that as an excuse to force us into unpaid overtime.

Even our lunch breaks aren’t fully granted. We’re forced to keep working if we haven’t finished, cutting into our rest time.

What We Are Asking For

We have reported these issues to the WCC and interpreters since we know the boss and the management are kind and fair but no action has been taken. That’s why we are now reaching out directly in this open and heartfelt letter.

1.Please help us recover the full number of wages that were unjustly deducted or borrowed under our names by Supervisor Daw Thet Thet Khine.2.Please take effective disciplinary action against Daw Thet Thet Khine and anyone else involved in verbally abusing, threatening, and degrading us.3.Please stop the forced, unpaid overtime and incomplete lunch breaks immediately, and ensure we are paid overtime wages properly according to the law.

We’ve endured this mistreatment for years because we’re afraid of losing our jobs and don’t dare return to our villages empty-handed. We sincerely plead with you to rescue us from this injustice.

Respectfully,Workers from the Hand-Stitching Department

Sunkid Myanmar Toy Factory is located on Street 10, Industrial Road, Shwepyithar Industrial Zone 1, Yangon, and currently employs around 400 workers.

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Complaint Regarding Difficulties Faced at PAODA Footwear Factory in LaosDec 22, 2025","Labour News, Labour letter section",https://www.myanmarlabournews.com/en/posts/complaint-regarding-difficulties-faced-at-paoda-footwear-factory-in-laos,"To:Respected Authorities Concerned,

We are Myanmar workers currently employed at the PAODA Footwear Factory arrived in Laos through the arrangement of AHTAN Company on 28.11.2024, we are writing to formally report the following serious difficulties we are presently facing:

1. Challenges Related to Working Hours and Wages

Although our contracts stated an 8-hour workday, we are now working 10 hours daily, along with more than 3 hours of overtime (OT).

Wages are often disbursed late, and only during inconvenient night hours, which creates many difficulties for us.

We have not been issued bank cards or social security cards although tax is deducted from our salaries. As a result, we are paying tax without a bank account, and we are unable to access medical care when ill since we lack social security cards.

2. Health and Safety Concerns

Female workers frequently faint or collapse due to excessive working hours. However, the factory does not provide transportation to hospitals or clinics so we must go by ourselves.

We are often verbally abused and pressured to take a full one-month leave instead when we fall ill and request time off.

The dormitories we are housed in are unsafe. Beds are unstable and at risk of collapse, and many basic necessities are lacking.

Water supply is also insufficient. There are frequent days with no running water, forcing us to buy drinking water from outside during off days.

3. Issues Regarding Contract Terms and Procedures

The working hours we were promised at the time of employment differ significantly from what is actually practiced. The factory also confiscates our passports. The factory demands a payment of USD 1,500 if a worker wishes to return home, an amount far higher than what other factories typically require.

The factory either sends workers outside or pressures them not to speak truthfully when inspection teams visit.

4. Living and Food Conditions

The food provided is of poor quality. There are days when we are not fed rice at all, and days when we are given only raw eggs.

All of the above issues amount to serious violations of our fundamental labour rights. We respectfully urge the responsible authorities to take immediate action to ensure our safety, well-being, and justice.

Respectfully,On behalf of the workers of PAODA Footwear Factory

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Violations Worsen at Victor House Factory Following Labour Office Inspection, Workers SayDec 22, 2025",Labour News,https://www.myanmarlabournews.com/en/posts/violations-worsen-at-victor-house-factory-following-labour-office-inspection-workers-say,"By Hsu Latt Phyu -Sep 24, 2025

Workers from Victor House Co. Ltd garment factory report that conditions in the workplace have only deteriorated, even after a visit from labour department officials after raising concerns about unfair leave policies and deductions.

Requests for leave and legal entitlements are not granted equally according to workers. Those who miss a single day of work are penalized with the loss of benefits. Following complaints submitted to the Industrial Workers Federation of Myanmar (IWFM), officials from the labour department visited the factory but workers say the violations have not only persisted but worsened.

“We reported the violations on social media, and after that, five people from the labour office came to inspect. But they just spoke to the employer without interviewing any of the workers. Right after they left, the employer announced that starting from September, anyone taking leave would lose all other entitlements except daily wage. They’ll cut our skill bonus too if we fail to meet production targets,” workers explained.

They say that some workers are handling two or three types of garment operations at once under pressure to meet unreasonable targets of up to 60 pieces per hour. The pressure, they add, is compounded by yelling, shouting, and intimidation from supervisors.

“There is no entitlement to get paid in casual leave. If we take a single day off, they classify it as unpaid and start deducting attendance bonuses, meal allowances, and skill pay all of which add up to over 50,000 kyats. That’s nearly equivalent to five days of wages lost for missing just one day,” said one worker. “What they call bonuses like skill pay and attendance are barely enough to make ends meet. On top of that, they keep pushing production targets, forcing us into nightly overtime just to meet demands.”

Workers have submitted the following demands:

Victor House Co. Ltd is a Chinese citizen-owned garment factory located in the lower area of Hlaingtharyar Township, Yangon. Workers say around 900 employees are currently producing garments under the Papaya brand.

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Reporting Workplace Challenges and Violations at GTIG HUBO FactoryDec 22, 2025","Labour News, Labour letter section",https://www.myanmarlabournews.com/en/posts/reporting-workplace-challenges-and-violations-at-gtig-hubo-factory,"Dear Respected Members of Myanmar Labor News,

We, the employees of GTIG HUBO Factory, are submitting this report to you as we find ourselves in a situation with no one else to turn to. We are experiencing severe workplace challenges and unjust practices, and we hope MLN can provide support by bringing attention to these issues.

Factory Management and Representation

Since the dismissal of the former factory manager, Kaw Chou, the current management under the second factory manager has worsened significantly. Operations are now poorly managed, production quotas are assigned arbitrarily, and then workers are pressured when they can't meet them. These conditions are creating constant mental stress among us. We are also required to work overtime nearly every Saturday, which has led to physical exhaustion.

The most pressing issue is the complete lack of proper representation for employees. We no longer have a reliable COC to turn to. One of the three WCC (Workplace Coordination Committee) members left some time ago, and no replacement has been selected.

The two remaining WCC members are inactive and unable to represent the concerns of the workforce. Both are clerks from the Cutting department, and because of this, employees from other departments feel uncomfortable even approaching them with complaints.

Workplace Environment and Other Issues

There are numerous underage workers at the factory, some as young as 13 to 16 years old, and we have obtained the list of these minors. To cover this up, factory management has been preparing falsified documents to inflate their ages ahead of any scrutiny.

The canteen floods whenever it rains, the drinking water has an unpleasant odor, and the toilets are unsanitary and emit foul smells. Furthermore, cleaning staff are being assigned to non-related, hazardous tasks such as feeding firewood into the boiler clearly outside of their job scope.

Discrimination and Departmental Issues

There have been incidents of demotions and discriminatory treatment without consent or justification in the Finishing department.

Intimidation of Complainants

On September 19, several workers reported these issues through Ulula, a system supported by Bestseller. However, the factory’s COC started calling out names through the office microphone, asking questions like “Who reported this?” and “Was it about child labor?” Employees were summoned individually for questioning the next day, on September 20.

These interrogations have made everyone fearful of reporting further. The trust that once existed between the workers and the factory has been destroyed.

All of these situations create a deeply unjust and hostile work environment. Factory leadership is attempting to resolve issues internally to prevent information from reaching the brands, which causes us to lose our rights and protection.

Therefore, as an organization that has always stood for Myanmar workers, we respectfully urge Myanmar Labor News to take meaningful action by raising awareness of the conditions inside GTIG HUBO Factory to employers, brands, and relevant organizations.

We are left with no option but to resign from our jobs if no action is taken.

Respectfully,Workers from GTIG HUBO Factory

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Forced Labour Practices, Discrimination, and Rights Violations at New Plus FactoryDec 22, 2025","Labour News, Labour letter section",https://www.myanmarlabournews.com/en/posts/forced-labour-practices-discrimination-and-rights-violations-at-new-plus-factory,"We, the workers from New Plus Factory, would like to report the issues we are facing in our workplace. The current situation is seriously affecting both our mental and physical health, diminishing our motivation and reducing our productivity.

We are made to work overtime every day until 8 PM. We are verbally pressured and forced to work regardless of our situation. We are constantly required to work, and it’s almost impossible to take a proper rest even on Sundays and other official days off.

When we request leave due to illness, we are scolded and told things like, “Then don’t come to work anymore. Just quit if you want to rest.” We’re only taking one or two days of leave at a time, and yet, even that is met with criticism from the head office, including supervisors and higher-level management.

We are still forced to work under pressure even when we are genuinely sick and unable to come to work. Though they claim we can go home if we are unwell, the reality is we’re made to work anyway, and it is us, the workers, who suffer through the exhaustion and strain.

We are subjected to unnecessary scrutiny about our sick leave, constantly questioned whether we are truly sick or just pretending which only increases our mental stress. The actions of some supervisors have gone too far. They curry favour with those above them while oppressing those below.

If we have a disagreement with a supervisor, they are quick to report it to the office, where our attendance records are used against us to deny us our leave or other entitlements.

There was even a case where a supervisor called a worker and informed them that they were being terminated due to absenteeism. This raises the question that do supervisors have the authority to dismiss a worker on their own?

We workers have entitled leave and rights. We deserve to have our leave requests respected when we are sick or have unavoidable personal matters. We do not want situations where a worker’s job assignment is suddenly changed or terminated just because they took a day off.

We are asking that our feelings and concerns be heard, and that effective actions be taken to prevent these conditions from continuing. We request that any action taken ensures confidentiality and does not reveal who reported the issues. We seek real and meaningful resolutions.

We respectfully request your support in helping create a fair and pressure-free work environment where justice and dignity are upheld as workers of New Plus Factory.

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"A&C Garment Factory Deducts Wages for Thadingyut Ceremonial OfferingsDec 22, 2025",Labour News,https://www.myanmarlabournews.com/en/posts/ac-garment-factory-deducts-wages-for-thadingyut-ceremonial-offerings,"ByMyo Thein -Sep 23, 2025

Workers at A&C Garment Factory report that their wages were deducted for ceremonial offerings to foreign supervisors and line in-charges during the Thadingyut festival. Workers say a total of 7,000 MMK was cut from each worker—3,000 MMK from wages and 4,000 MMK from their garment production incentive.

“They deducted 4,000 from our 8,500 garment bonus, saying it was for paying respects to a strict Chinese line leader and supervisors. Then, they also cut 3,000 MMK from our wages when issuing salaries. No one asked if we wanted to contribute. They said it was for Thadingyut, but then they collected again later. They also don’t pay any salary overage out and took it for Tazaungtaing,” one worker stated.

Workers also claim that wage and attendance bonuses are being deducted for taking leave or requesting gate passes.

“They cut the full attendance bonus and lower our grade if we take a day off or use a gate pass, Supervisors never speak up for us when it comes to salary increases, but when it comes to collecting money, they do it themselves,” a worker added.

A female worker reported that the women’s restrooms in the factory are in poor condition with broken jets, malfunctioning flushes, and unsanitary conditions. She also mentioned that the upstairs drinking water basin is damaged, causing water to leak into the eating area, making it difficult for workers to eat comfortably. The factory has done nothing to repair the facilities despite the ongoing problem.

A&C Garment Factory is a Chinese-owned garment factory located at Street No. 1, Myaung takar Industrial Zone, Hmawbi Township, Yangon Region. It manufactures apparel under the Camel Active brand.

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Court to Examine Plaintiff on September 29 in Extended Case Against Labour Activist Daw Myo Myo Aye and 10 OthersDec 22, 2025",Labour News,https://www.myanmarlabournews.com/en/posts/court-to-examine-plaintiff-on-september-29-in-extended-case-against-labour-activist-daw-myo-myo-aye-and-10-others,"By Hanthar Hein -Sep 23, 2025

Labour activist Daw Myo Myo Aye and 10 others, who have already been charged under Sections 5(1)(f)(g) of the 1961Prison and Probation Act,now face additional charges under Sections 40 and 41 of the Registration of Associations Law. Following these new charges, a court hearing has been scheduled for September 29 to examine the plaintiff, according to a statement released by STUM.

On September 22, the Shwepyitha Township Court continued examining witnesses in the original case under thePrison and Probation Act. The court set the next hearing date to examine the plaintiff fter the Criminal Management Procedure (CMP) was completed for the additional charges related to association registration.

It is reported that the Shwepyitha Township Court has set September 29 as the hearing date for both the original and additional cases.

Daw Myo Myo Aye, the leader of STUM, was arrested at around 9:30 PM on July 25 from her home in Shwepyitha Township. She was charged under Sections 5(1)(f)(g) of the 1961Prison and Probation Actand is currently undergoing trial after being transferred and interrogated at Aungthapyay Interrogation Center in Yangon.

Additionally, U Thiha Naing, a manager from WANXINDA TRAVEL GOODS Co., Ltd, has filed a complaint regarding the new charges under Sections 40 and 41 of the Registration of Associations Law. This supplementary case was submitted to the Shwepyitha Township Court on September 15.

Domestic trade unions and international labour organizations have demanded the immediate release of labour activist Daw Myo Myo Aye, who they say was unjustly arrested, along with her daughter and fellow group members.

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Underage Workers Forced to Work with Reduced WagesDec 22, 2025",Labour News,https://www.myanmarlabournews.com/en/posts/underage-workers-forced-to-work-with-reduced-wages,"By Hsu Latt Phyu -Sep 23, 2025

Workers from Euro Style Myanmar Fashion Co., Ltd have sought assistance from the Industrial Workers Federation of Myanmar (IWFM), reporting violations involving underage workers being employed without medical certification and being made to work under adult-level conditions while being paid only 6,800 MMK per day.

The factory, which is Chinese citizen-owned and located on Panpae Khaung Maung Street in Industrial Zone 4, Shwepyitha Township, Yangon Region, employs over 1,000 workers and is reported to be producing bras and underwear for the brandsCensoredandTerranova.

""Minors aged 14, 15, and 16 are being employed without health clearance from a registered physician, and are being made to work on par with adult workers. They are paid a total of only 6,800 MMK, including attendance and meal allowances. tTe factory struggles to retain workers and keeps hiring new ones daily due to the low wages, including apprentices who don’t last long,"" said one worker.

Not all workers in the factory receive equal access to the legally entitled leave. Those who don’t receive leave are penalized by losing their daily wage, attendance bonus, and meal allowance amounting to deductions of over 40,000 MMK for a single day off, causing financial hardship, prompting workers to call for resolution.

“Our working hours are from 7:30 AM to 7:30 PM, and we are often required to work 2 to 3 hours of overtime. We get off at 6:30 PM but are still made to work overtime if production is high. Though they say we don’t have to do OT, if we really refuse, we are treated unfairly. When we try to report it to the media, they deny the violations, and we have nowhere to file a proper complaint,” a worker said.

The employment of underage workers without proper regulation, reduced wages, and the enforcement of adult-level work, workers are experiencing ongoing losses due to such workplace discrimination. Workers are demanding resolution of the following points to improve workplace conditions:

Workers’ demands are as follows:

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Employer and Workers at True Green City Factory Reach Settlement After Complaint Over Unpaid 1,000 Kyat SubsodyDec 08, 2025",Labour News,https://www.myanmarlabournews.com/en/posts/employer-and-workers-at-true-green-city-factory-reach-settlement-after-complaint-over-unpaid-1000-kyat-subsody,"True Green City Co., Ltd. (corn factory), located in the Watharyar Industrial Zone, Shwe Pyi Thar Township, Yangon Region, faced a complaint for failing to pay the 1,000 kyat wage subsidy mandated by the Military Commission’s Ministry of Labour. On November 20, the dispute was resolved after the factory agreed to pay the outstanding amount, according to a statement from the Confederation of Trade Unions of Myanmar (STUM).

The issue arose when the factory did not pay the 1,000 kyat supplement that was required to be provided starting from October 1, 2025. In response, workers submitted a formal complaint to both the Department of Labour and the Factory and General Labour Laws Inspection Department.

Following the complaint, meetings were held at the Labour Directorate Office on November 13, 18, and 20, where both the employer and workers were summoned and mediation was conducted. As a result, a settlement was reached and both parties signed a mutual agreement.

According to the agreement, the unpaid 1,000 kyat supplement from October will be calculated in accordance with the 1951 Leave and Holidays Act and included in the November payroll. Additionally, workers will be entitled to a basic wage of 4,800 kyats and a government subsidy of 3,000 kyats, as agreed from November onward.

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Complaint Regarding Forced Overtime and Rights ViolationsNov 09, 2025",Labour News,https://www.myanmarlabournews.com/en/posts/complaint-regarding-forced-overtime-and-rights-violations,"By Hsu Latt Phyu -Sep 22, 2025

Workers from Dong Yu Garment Co., Ltd, located on Mya Yadanar Street, Mya Sein Yaung Industrial Zone, Htantabin Township, Yangon Region, have filed a complaint to the Industrial Workers Federation of Myanmar (IWFM) due to being forced to work overtime until 11 PM without the option to refuse.

It is reported that the factory is Chinese citizen-owned, employing over 1,000 workers, manufacturing warm wear, jackets, and pants for the “Workman Colours” brand.

The violations reported by the workers include being forced to work overtime until 11 PM regardless of their willingness, and the factory deducting the 2,500 MMK meal allowance meant for overtime workers without providing it. Workers are seeking resolution as a result.

Snap leaders are required to temporarily support the sewing lines due to staff shortages in the Snap department even though machine operators working on the sewing lines receive weekly incentive bonuses. However, this support work is counted as absenteeism, and they are denied the incentive bonuses, resulting in financial losses despite their hard work.

Additionally, workers are suffering as they are not granted legal leave entitlements. Various deductions are made—such as from their daily wage, allowance, regular pay, and grade pay if they miss a single day of work, leading to further losses, prompting workers to seek resolution.

Workers' demands are as follows:

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Request for Assistance Regarding Factory Closure of SDI MANUFACTURING CO., LTDNov 09, 2025","Labour News, Labour letter section",https://www.myanmarlabournews.com/en/posts/request-for-assistance-regarding-factory-closure-of-sdi-manufacturing-co-ltd,"By Hsu Latt Phyu -Sep 21, 2025

#LetterOver 1000 workers are currently producing Fieldcore branded garments at the Chinese-owned SDI MANUFACTURING CO., LTD garment factory located at No. (40), 3rd Street, Ngwe Pin Lae Industrial Zone, Yangon Region.

We are seeking assistance through the Industrial Workers Federation of Myanmar (IWFM).

The main issue we want to report is that our factory is facing closure. On September 9, 2025, factory officials held a meeting with line-in-charges, supervisors, and workplace coordinating committees (WCCs).

They stated that due to the current order situation, the factory would have to reduce the workforce and that employees with less than six months of service would be compensated with severance calculated on a pro-rata basis.

Afterward, the factory posted a notice.

The notice stated that SDI MANUFACTURING CO., LTD is unable to continue receiving orders at this time, and based on operational conditions, it will reduce the workforce. It has been decided to set a one-month notice period from September 10, 2025, to October 10, 2025 after discussions with employer and employee representatives. On the day the notice period ends, full compensation, including remaining wages, payment in lieu of unused leave, and severance based on length of service, will be fully paid, as stated and signed by Daw May Zin Oo from the HR department.

When we contacted the labor inspection officer by phone on September 15, 2025 regarding this matter, we were told that SDI MANUFACTURING CO., LTD would be completely shut down within the notice period.

Therefore, when we inquired directly with the factory officials on September 17, 2025, we were told that we would be compensated as previously announced, but that those with less than six months of service would not be paid on a pro-rata basis as previously discussed.

Factory officials are speaking inconsistently. SDI MANUFACTURING CO., LTD has already gone through ownership changes and factory closures and reopenings four times. Workers have accepted the first agreement in good faith.

Now, the workers are not satisfied as they are stating something different from what was announced earlier. Finding a job at this time is also very difficult. Within less than a year, the factory keeps citing various reasons to shut down and reopen again, which has happened multiple times.

We have been contributing to the Social Security scheme monthly. Our employment history is disrupted as the factory keeps closing and reopening, and it is difficult to find other jobs during this period.

Therefore, we respectfully request the responsible authorities to provide assistance.

Workers’ demands are as follows:

Respectfully,Requesting Assistance,Garment Workers of SDI MANUFACTURING CO., LTD

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
Unknown,Unknown,Translate By Kyaw Kyaw Win,"Workers Allegedly Intimidated to Accept 3,400 Kyat Severance with Police Presence at Wan Xin Myanmar FactoryNov 09, 2025",Labour News,https://www.myanmarlabournews.com/en/posts/workers-allegedly-intimidated-to-accept-3400-kyat-severance-with-police-presence-at-wan-xin-myanmar-factory,"By Hsu Latt Phyu -Sep 18, 2025

Workers from Wan Xin Myanmar Company Limited, located in Industrial Zone 5, Hlaingtharyar Township, Yangon Region, say they are being intimidated into signing off on accepting just 3,400 kyats as severance pay after being laid off, with police brought into the factory floor to pressure them.

The factory, which has been operating for over two years, reportedly began quietly moving garments and sewing machines out in June without providing any explanation to workers. Employees claim that some were terminated without proper compensation, while others were offered only 3,400 kyats in final pay.

The company began reducing operations as early as February when garment orders started to drop according to workers. “They were relocating production materials by June. In July, they started moving sewing machines to other locations. We didn’t expect the factory to close, and no one said anything officially. But now only about 150 workers are left,” one worker said.

More than 80 workers with 3 to 6 months of service were dismissed without explanation. in September. Workers with three months of service received no compensation, and those with six months of service were offered only 3,400 kyats, well below Myanmar’s standard daily wage or severance expectations.

“There was no prior notice. They just terminated us suddenly and said we would only receive 3,400 kyats. That’s not acceptable. We asked for the full 6,800 kyats, but they refused. We could have searched for other jobs if they had informed us earlier. Now we’re struggling to pay rent and food expenses,” a worker explained.

The factory’s management brought in police officers to threaten them into signing documents as many workers refused to accept the 3,400 kyat severance, according to workers’ testimonies.

“They said the Hlaingtharyar labour office directed them to settle with 3,400 kyats, and that , we could be arrested if we didn’t accept,” one worker said.

Wan Xin Myanmar Company Limited manufacture brands such as Nautica and Soulcal&Co, and is Chinese-owned.

Workers say the factory is continuing to lay off remaining employees gradually, again without advance notice or proper severance, and have called on authorities and labor rights organizations to intervene.

To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity."
